"begin_date","end_date","hw","units"
"2007-03-19","2007-03-25","GBM",1121
"2007-03-19","2007-03-25","PS2",15434
"2007-03-19","2007-03-25","Wii",87704
"2007-03-19","2007-03-25","PS3",18391
"2007-03-19","2007-03-25","XB360",3616
"2007-03-19","2007-03-25","GC",310
"2007-03-26","2007-04-01","DSL",83218
"2007-03-26","2007-04-01","DS",682
"2007-03-26","2007-04-01","PSP",39422
"2007-03-26","2007-04-01","GBASP",909
"2007-03-26","2007-04-01","GBM",654
"2007-03-26","2007-04-01","PS2",16353
"2007-03-26","2007-04-01","Wii",40798
"2007-03-26","2007-04-01","PS3",17289
"2007-03-26","2007-04-01","XB360",3774
"2007-03-26","2007-04-01","GC",258
"2007-04-02","2007-04-08","DSL",118391
"2007-04-02","2007-04-08","DS",383
"2007-04-02","2007-04-08","PSP",30308
"2007-04-02","2007-04-08","GBASP",1033
"2007-04-02","2007-04-08","GBM",656
"2007-04-02","2007-04-08","PS2",14167
"2007-04-02","2007-04-08","Wii",44520
"2007-04-02","2007-04-08","PS3",14820
"2007-04-02","2007-04-08","XB360",3583
"2007-04-09","2007-04-15","DSL",124038
"2007-04-09","2007-04-15","DS",498
"2007-04-09","2007-04-15","PSP",28476
"2007-04-09","2007-04-15","GBASP",739
"2007-04-09","2007-04-15","GBM",1005
"2007-04-09","2007-04-15","PS2",12951
"2007-04-09","2007-04-15","Wii",62361
"2007-04-09","2007-04-15","PS3",13539
"2007-04-09","2007-04-15","XB360",3354
"2007-04-16","2007-04-22","DSL",157866
"2007-04-16","2007-04-22","DS",323
"2007-04-16","2007-04-22","PSP",28717
"2007-04-16","2007-04-22","GBASP",524
"2007-04-16","2007-04-22","GBM",624
"2007-04-16","2007-04-22","PS2",11162
"2007-04-16","2007-04-22","Wii",65093
"2007-04-16","2007-04-22","PS3",10899
"2007-04-16","2007-04-22","XB360",2853
"2007-04-23","2007-05-06","DSL",438133
"2007-04-23","2007-05-06","DS",814
"2007-04-23","2007-05-06","PSP",69113
"2007-04-23","2007-05-06","GBASP",1308
"2007-04-23","2007-05-06","GBM",1381
"2007-04-23","2007-05-06","PS2",30373
"2007-04-23","2007-05-06","Wii",152027
"2007-04-23","2007-05-06","PS3",32886
"2007-04-23","2007-05-06","XB360",7283
"2007-05-07","2007-05-13","DSL",160009
"2007-05-07","2007-05-13","DS",303
"2007-05-07","2007-05-13","PSP",33438
"2007-05-07","2007-05-13","GBASP",398
"2007-05-07","2007-05-13","GBM",403
"2007-05-07","2007-05-13","PS2",11854
"2007-05-07","2007-05-13","Wii",55724
"2007-05-07","2007-05-13","PS3",8962
"2007-05-07","2007-05-13","XB360",2369
"2007-05-14","2007-05-20","DSL",112080
"2007-05-14","2007-05-20","DS",229
"2007-05-14","2007-05-20","PSP",26044
"2007-05-14","2007-05-20","GBASP",515
"2007-05-14","2007-05-20","GBM",371
"2007-05-14","2007-05-20","PS2",11749
"2007-05-14","2007-05-20","Wii",57654
"2007-05-14","2007-05-20","PS3",8189
"2007-05-14","2007-05-20","XB360",2296
"2007-05-21","2007-05-27","DSL",128543
"2007-05-21","2007-05-27","DS",215
"2007-05-21","2007-05-27","PSP",26446
"2007-05-21","2007-05-27","GBASP",464
"2007-05-21","2007-05-27","GBM",441
"2007-05-21","2007-05-27","PS2",12113
"2007-05-21","2007-05-27","Wii",61339
"2007-05-21","2007-05-27","PS3",9984
"2007-05-21","2007-05-27","XB360",2664
"2007-05-28","2007-06-03","DSL",116825
"2007-05-28","2007-06-03","DS",188
"2007-05-28","2007-06-03","PSP",26348
"2007-05-28","2007-06-03","GBASP",408
"2007-05-28","2007-06-03","GBM",405
"2007-05-28","2007-06-03","PS2",11916
"2007-05-28","2007-06-03","Wii",70222
"2007-05-28","2007-06-03","PS3",10195
"2007-05-28","2007-06-03","XB360",2873
"2007-06-04","2007-06-10","DSL",114780
"2007-06-04","2007-06-10","DS",278
"2007-06-04","2007-06-10","PSP",28974
"2007-06-04","2007-06-10","GBASP",615
"2007-06-04","2007-06-10","GBM",654
"2007-06-04","2007-06-10","PS2",12180
"2007-06-04","2007-06-10","Wii",64039
"2007-06-04","2007-06-10","PS3",10756
"2007-06-04","2007-06-10","XB360",3031
"2007-06-11","2007-06-17","DSL",136168
"2007-06-11","2007-06-17","DS",225
"2007-06-11","2007-06-17","PSP",27772
"2007-06-11","2007-06-17","GBASP",539
"2007-06-11","2007-06-17","GBM",634
"2007-06-11","2007-06-17","PS2",12406
"2007-06-11","2007-06-17","Wii",70356
"2007-06-11","2007-06-17","PS3",11012
"2007-06-11","2007-06-17","XB360",7654
"2007-06-18","2007-06-24","DSL",166362
"2007-06-18","2007-06-24","DS",186
"2007-06-18","2007-06-24","PSP",30203
"2007-06-18","2007-06-24","GBASP",426
"2007-06-18","2007-06-24","GBM",455
"2007-06-18","2007-06-24","PS2",12602
"2007-06-18","2007-06-24","Wii",66357
"2007-06-18","2007-06-24","PS3",9665
"2007-06-18","2007-06-24","XB360",4058
"2007-06-25","2007-07-01","DSL",153120
"2007-06-25","2007-07-01","DS",239
"2007-06-25","2007-07-01","PSP",38609
"2007-06-25","2007-07-01","GBASP",513
"2007-06-25","2007-07-01","GBM",525
"2007-06-25","2007-07-01","PS2",19859
"2007-06-25","2007-07-01","Wii",75010
"2007-06-25","2007-07-01","PS3",12677
"2007-06-25","2007-07-01","XB360",4318
"2007-07-02","2007-07-08","DSL",119636
"2007-07-02","2007-07-08","DS",188
"2007-07-02","2007-07-08","PSP",35181
"2007-07-02","2007-07-08","GBASP",476
"2007-07-02","2007-07-08","GBM",658
"2007-07-02","2007-07-08","PS2",14956
"2007-07-02","2007-07-08","Wii",70798
"2007-07-02","2007-07-08","PS3",13402
"2007-07-02","2007-07-08","XB360",3355
"2007-07-09","2007-07-15","DSL",135791
"2007-07-09","2007-07-15","DS",155
"2007-07-09","2007-07-15","PSP",32935
"2007-07-09","2007-07-15","GBASP",388
"2007-07-09","2007-07-15","GBM",539
"2007-07-09","2007-07-15","PS2",17041
"2007-07-09","2007-07-15","Wii",104897
"2007-07-09","2007-07-15","PS3",14143
"2007-07-09","2007-07-15","XB360",3640
"2007-07-16","2007-07-22","DSL",143491
"2007-07-16","2007-07-22","DS",128
"2007-07-16","2007-07-22","PSP",29268
"2007-07-16","2007-07-22","GBASP",571
"2007-07-16","2007-07-22","GBM",656
"2007-07-16","2007-07-22","PS2",16233
"2007-07-16","2007-07-22","Wii",75681
"2007-07-16","2007-07-22","PS3",13443
"2007-07-16","2007-07-22","XB360",2772
"2007-07-23","2007-07-29","DSL",164353
"2007-07-23","2007-07-29","DS",128
"2007-07-23","2007-07-29","PSP",31669
"2007-07-23","2007-07-29","GBASP",606
"2007-07-23","2007-07-29","GBM",616
"2007-07-23","2007-07-29","PS2",14339
"2007-07-23","2007-07-29","Wii",70366
"2007-07-23","2007-07-29","PS3",38322
"2007-07-23","2007-07-29","XB360",3885
"2007-07-30","2007-08-05","DSL",143551
"2007-07-30","2007-08-05","DS",105
"2007-07-30","2007-08-05","PSP",29492
"2007-07-30","2007-08-05","GBASP",464
"2007-07-30","2007-08-05","GBM",692
"2007-07-30","2007-08-05","PS2",14762
"2007-07-30","2007-08-05","Wii",62798
"2007-07-30","2007-08-05","PS3",21985
"2007-07-30","2007-08-05","XB360",3305
"2007-08-06","2007-08-19","DSL",318329
"2007-08-06","2007-08-19","DS",308
"2007-08-06","2007-08-19","PSP",56563
"2007-08-06","2007-08-19","GBASP",1258
"2007-08-06","2007-08-19","GBM",1385
"2007-08-06","2007-08-19","PS2",31495
"2007-08-06","2007-08-19","Wii",132642
"2007-08-06","2007-08-19","PS3",44673
"2007-08-06","2007-08-19","XB360",5725
"2007-08-20","2007-08-26","DSL",116353
"2007-08-20","2007-08-26","DS",153
"2007-08-20","2007-08-26","PSP",21506
"2007-08-20","2007-08-26","GBASP",475
"2007-08-20","2007-08-26","GBM",697
"2007-08-20","2007-08-26","PS2",16269
"2007-08-20","2007-08-26","Wii",50213
"2007-08-20","2007-08-26","PS3",14883
"2007-08-20","2007-08-26","XB360",2258
"2007-08-27","2007-09-02","DSL",101110
"2007-08-27","2007-09-02","DS",138
"2007-08-27","2007-09-02","PSP",21810
"2007-08-27","2007-09-02","GBASP",407
"2007-08-27","2007-09-02","GBM",489
"2007-08-27","2007-09-02","PS2",15835
"2007-08-27","2007-09-02","Wii",47639
"2007-08-27","2007-09-02","PS3",16816
"2007-08-27","2007-09-02","XB360",2062
"2007-09-03","2007-09-09","DSL",78859
"2007-09-03","2007-09-09","DS",121
"2007-09-03","2007-09-09","PSP",16437
"2007-09-03","2007-09-09","GBASP",236
"2007-09-03","2007-09-09","GBM",697
"2007-09-03","2007-09-09","PS2",13448
"2007-09-03","2007-09-09","Wii",38472
"2007-09-03","2007-09-09","PS3",13550
"2007-09-03","2007-09-09","XB360",1849
"2007-09-10","2007-09-16","DSL",74412
"2007-09-10","2007-09-16","DS",108
"2007-09-10","2007-09-16","PSP",99340
"2007-09-10","2007-09-16","GBASP",303
"2007-09-10","2007-09-16","GBM",1056
"2007-09-10","2007-09-16","PS2",13953
"2007-09-10","2007-09-16","Wii",30222
"2007-09-10","2007-09-16","PS3",12299
"2007-09-10","2007-09-16","XB360",1724
"2007-09-17","2007-09-23","DSL",65736
"2007-09-17","2007-09-23","DS",385
"2007-09-17","2007-09-23","PSP",263538
"2007-09-17","2007-09-23","GBASP",363
"2007-09-17","2007-09-23","GBM",768
"2007-09-17","2007-09-23","PS2",12726
"2007-09-17","2007-09-23","Wii",27059
"2007-09-17","2007-09-23","PS3",11103
"2007-09-17","2007-09-23","XB360",1835
"2007-09-24","2007-09-30","DSL",71635
"2007-09-24","2007-09-30","DS",204
"2007-09-24","2007-09-30","PSP",128172
"2007-09-24","2007-09-30","GBASP",223
"2007-09-24","2007-09-30","GBM",969
"2007-09-24","2007-09-30","PS2",13438
"2007-09-24","2007-09-30","Wii",24828
"2007-09-24","2007-09-30","PS3",12676
"2007-09-24","2007-09-30","XB360",5772
"2007-10-01","2007-10-07","DSL",76560
"2007-10-01","2007-10-07","PSP",84754
"2007-10-01","2007-10-07","GBASP",259
"2007-10-01","2007-10-07","GBM",679
"2007-10-01","2007-10-07","PS2",11838
"2007-10-01","2007-10-07","Wii",21178
"2007-10-01","2007-10-07","PS3",11025
"2007-10-01","2007-10-07","XB360",3137
"2007-10-08","2007-10-14","DSL",80260
"2007-10-08","2007-10-14","PSP",68713
"2007-10-08","2007-10-14","GBASP",334
"2007-10-08","2007-10-14","GBM",516
"2007-10-08","2007-10-14","PS2",11542
"2007-10-08","2007-10-14","Wii",23695
"2007-10-08","2007-10-14","PS3",8374
"2007-10-08","2007-10-14","XB360",7102
"2007-10-15","2007-10-21","DSL",77810
"2007-10-15","2007-10-21","PSP",63777
"2007-10-15","2007-10-21","GBASP",328
"2007-10-15","2007-10-21","GBM",589
"2007-10-15","2007-10-21","PS2",10914
"2007-10-15","2007-10-21","Wii",30776
"2007-10-15","2007-10-21","PS3",11745
"2007-10-15","2007-10-21","XB360",4971
"2007-10-22","2007-10-28","DSL",83436
"2007-10-22","2007-10-28","PSP",61846
"2007-10-22","2007-10-28","GBASP",264
"2007-10-22","2007-10-28","GBM",385
"2007-10-22","2007-10-28","PS2",11153
"2007-10-22","2007-10-28","Wii",34766
"2007-10-22","2007-10-28","PS3",16039
"2007-10-22","2007-10-28","XB360",3507
"2007-10-29","2007-11-04","DSL",80272
"2007-10-29","2007-11-04","PSP",56541
"2007-10-29","2007-11-04","GBASP",425
"2007-10-29","2007-11-04","GBM",583
"2007-10-29","2007-11-04","PS2",10692
"2007-10-29","2007-11-04","Wii",40836
"2007-10-29","2007-11-04","PS3",16130
"2007-10-29","2007-11-04","XB360",16622
"2007-11-05","2007-11-11","DSL",81631
"2007-11-05","2007-11-11","PSP",54520
"2007-11-05","2007-11-11","GBASP",289
"2007-11-05","2007-11-11","GBM",913
"2007-11-05","2007-11-11","PS2",9406
"2007-11-05","2007-11-11","Wii",34820
"2007-11-05","2007-11-11","PS3",55890
"2007-11-05","2007-11-11","XB360",6998
"2007-11-12","2007-11-18","DSL",80827
"2007-11-12","2007-11-18","PSP",66478
"2007-11-12","2007-11-18","GBASP",296
"2007-11-12","2007-11-18","GBM",556
"2007-11-12","2007-11-18","PS2",8821
"2007-11-12","2007-11-18","Wii",36413
"2007-11-12","2007-11-18","PS3",52816
"2007-11-12","2007-11-18","XB360",5685
"2007-11-19","2007-11-25","DSL",115529
"2007-11-19","2007-11-25","PSP",88539
"2007-11-19","2007-11-25","GBASP",320
"2007-11-19","2007-11-25","GBM",451
"2007-11-19","2007-11-25","PS2",15285
"2007-11-19","2007-11-25","Wii",47124
"2007-11-19","2007-11-25","PS3",58381
"2007-11-19","2007-11-25","XB360",5760
"2007-11-26","2007-12-02","DSL",126347
"2007-11-26","2007-12-02","PSP",78043
"2007-11-26","2007-12-02","GBASP",256
"2007-11-26","2007-12-02","GBM",428
"2007-11-26","2007-12-02","PS2",15355
"2007-11-26","2007-12-02","Wii",70865
"2007-11-26","2007-12-02","PS3",40840
"2007-11-26","2007-12-02","XB360",5222
"2007-12-03","2007-12-09","DSL",164576
"2007-12-03","2007-12-09","PSP",88406
"2007-12-03","2007-12-09","GBASP",246
"2007-12-03","2007-12-09","GBM",389
"2007-12-03","2007-12-09","PS2",14640
"2007-12-03","2007-12-09","Wii",109791
"2007-12-03","2007-12-09","PS3",38424
"2007-12-03","2007-12-09","XB360",7814
"2007-12-10","2007-12-16","DSL",248670
"2007-12-10","2007-12-16","PSP",157863
"2007-12-10","2007-12-16","GBASP",389
"2007-12-10","2007-12-16","GBM",622
"2007-12-10","2007-12-16","PS2",20710
"2007-12-10","2007-12-16","Wii",168229
"2007-12-10","2007-12-16","PS3",53084
"2007-12-10","2007-12-16","XB360",8722
"2007-12-17","2007-12-23","DSL",319051
"2007-12-17","2007-12-23","PSP",162013
"2007-12-17","2007-12-23","GBASP",499
"2007-12-17","2007-12-23","GBM",903
"2007-12-17","2007-12-23","PS2",24081
"2007-12-17","2007-12-23","Wii",263718
"2007-12-17","2007-12-23","PS3",50681
"2007-12-17","2007-12-23","XB360",8071
"2007-12-24","2008-01-06","DSL",506365
"2007-12-24","2008-01-06","PSP",347273
"2007-12-24","2008-01-06","GBASP",1074
"2007-12-24","2008-01-06","GBM",1777
"2007-12-24","2008-01-06","PS2",65020
"2007-12-24","2008-01-06","Wii",404322
"2007-12-24","2008-01-06","PS3",119057
"2007-12-24","2008-01-06","XB360",22034
"2008-01-07","2008-01-13","DSL",102919
"2008-01-07","2008-01-13","PSP",83676
"2008-01-07","2008-01-13","GBASP",319
"2008-01-07","2008-01-13","GBM",588
"2008-01-07","2008-01-13","PS2",14956
"2008-01-07","2008-01-13","Wii",82232
"2008-01-07","2008-01-13","PS3",34322
"2008-01-07","2008-01-13","XB360",5543
"2008-01-14","2008-01-20","DSL",90536
"2008-01-14","2008-01-20","PSP",65278
"2008-01-14","2008-01-20","GBASP",243
"2008-01-14","2008-01-20","GBM",566
"2008-01-14","2008-01-20","Wii",75824
"2008-01-14","2008-01-20","PS3",32264
"2008-01-14","2008-01-20","PS2",12796
"2008-01-14","2008-01-20","XB360",4437
"2008-01-21","2008-01-27","DSL",73863
"2008-01-21","2008-01-27","PSP",61485
"2008-01-21","2008-01-27","GBASP",175
"2008-01-21","2008-01-27","GBM",303
"2008-01-21","2008-01-27","Wii",79073
"2008-01-21","2008-01-27","PS3",29468
"2008-01-21","2008-01-27","PS2",11038
"2008-01-21","2008-01-27","XB360",4195
"2008-01-28","2008-02-03","DSL",65488
"2008-01-28","2008-02-03","PSP",50331
"2008-01-28","2008-02-03","GBM",335
"2008-01-28","2008-02-03","GBASP",197
"2008-01-28","2008-02-03","Wii",105570
"2008-01-28","2008-02-03","PS3",36087
"2008-01-28","2008-02-03","PS2",10854
"2008-01-28","2008-02-03","XB360",5804
"2008-02-04","2008-02-10","DSL",57134
"2008-02-04","2008-02-10","PSP",71689
"2008-02-04","2008-02-10","GBM",590
"2008-02-04","2008-02-10","GBASP",126
"2008-02-04","2008-02-10","Wii",83419
"2008-02-04","2008-02-10","PS3",21478
"2008-02-04","2008-02-10","PS2",9785
"2008-02-04","2008-02-10","XB360",2878
"2008-02-11","2008-02-17","DSL",59344
"2008-02-11","2008-02-17","PSP",50754
"2008-02-11","2008-02-17","GBM",570
"2008-02-11","2008-02-17","GBASP",161
"2008-02-11","2008-02-17","Wii",79564
"2008-02-11","2008-02-17","PS3",18312
"2008-02-11","2008-02-17","PS2",10198
"2008-02-11","2008-02-17","XB360",2978
"2008-02-18","2008-02-24","DSL",48322
"2008-02-18","2008-02-24","PSP",50796
"2008-02-18","2008-02-24","GBM",334
"2008-02-18","2008-02-24","GBASP",164
"2008-02-18","2008-02-24","Wii",63074
"2008-02-18","2008-02-24","PS3",13254
"2008-02-18","2008-02-24","PS2",7811
"2008-02-18","2008-02-24","XB360",2419
"2008-02-25","2008-03-02","DSL",50494
"2008-02-25","2008-03-02","PSP",77962
"2008-02-25","2008-03-02","GBM",387
"2008-02-25","2008-03-02","GBASP",188
"2008-02-25","2008-03-02","Wii",65157
"2008-02-25","2008-03-02","PS3",13893
"2008-02-25","2008-03-02","PS2",9931
"2008-02-25","2008-03-02","XB360",2714
"2008-03-03","2008-03-09","DSL",45371
"2008-03-03","2008-03-09","PSP",65596
"2008-03-03","2008-03-09","GBM",356
"2008-03-03","2008-03-09","GBASP",125
"2008-03-03","2008-03-09","Wii",51242
"2008-03-03","2008-03-09","PS3",21413
"2008-03-03","2008-03-09","PS2",8795
"2008-03-03","2008-03-09","XB360",2505
"2008-03-10","2008-03-16","DSL",47021
"2008-03-10","2008-03-16","PSP",66420
"2008-03-10","2008-03-16","GBM",444
"2008-03-10","2008-03-16","GBASP",188
"2008-03-10","2008-03-16","Wii",50948
"2008-03-10","2008-03-16","PS3",17835
"2008-03-10","2008-03-16","PS2",9178
"2008-03-10","2008-03-16","XB360",2518
"2008-03-17","2008-03-23","DSL",55543
"2008-03-17","2008-03-23","PSP",66092
"2008-03-17","2008-03-23","GBM",537
"2008-03-17","2008-03-23","GBASP",225
"2008-03-17","2008-03-23","Wii",49534
"2008-03-17","2008-03-23","PS3",15904
"2008-03-17","2008-03-23","PS2",9044
"2008-03-17","2008-03-23","XB360",2623
"2008-03-24","2008-03-30","DSL",56695
"2008-03-24","2008-03-30","PSP",139345
"2008-03-24","2008-03-30","GBM",589
"2008-03-24","2008-03-30","GBASP",238
"2008-03-24","2008-03-30","Wii",48661
"2008-03-24","2008-03-30","PS3",12534
"2008-03-24","2008-03-30","PS2",9763
"2008-03-24","2008-03-30","XB360",2767
"2008-03-31","2008-04-06","DSL",52092
"2008-03-31","2008-04-06","PSP",113210
"2008-03-31","2008-04-06","Wii",45749
"2008-03-31","2008-04-06","PS3",10622
"2008-03-31","2008-04-06","PS2",10324
"2008-03-31","2008-04-06","XB360",2311
"2008-04-07","2008-04-13","DSL",40896
"2008-04-07","2008-04-13","PSP",89794
"2008-04-07","2008-04-13","Wii",50155
"2008-04-07","2008-04-13","PS3",8378
"2008-04-07","2008-04-13","PS2",8194
"2008-04-07","2008-04-13","XB360",2242
"2008-04-14","2008-04-20","DSL",37371
"2008-04-14","2008-04-20","PSP",78947
"2008-04-14","2008-04-20","Wii",42089
"2008-04-14","2008-04-20","PS3",8176
"2008-04-14","2008-04-20","PS2",8043
"2008-04-14","2008-04-20","XB360",1769
"2008-04-21","2008-05-04","DSL",85912
"2008-04-21","2008-05-04","PSP",186684
"2008-04-21","2008-05-04","Wii",114917
"2008-04-21","2008-05-04","PS3",21642
"2008-04-21","2008-05-04","PS2",17009
"2008-04-21","2008-05-04","XB360",3990
"2008-05-05","2008-05-11","DSL",47965
"2008-05-05","2008-05-11","PSP",73299
"2008-05-05","2008-05-11","Wii",70540
"2008-05-05","2008-05-11","PS3",8481
"2008-05-05","2008-05-11","PS2",7983
"2008-05-05","2008-05-11","XB360",1668
"2008-05-12","2008-05-18","DSL",33713
"2008-05-12","2008-05-18","PSP",55752
"2008-05-12","2008-05-18","Wii",40014
"2008-05-12","2008-05-18","PS3",6949
"2008-05-12","2008-05-18","PS2",5741
"2008-05-12","2008-05-18","XB360",1402
"2008-05-19","2008-05-25","DSL",35892
"2008-05-19","2008-05-25","PSP",53931
"2008-05-19","2008-05-25","Wii",43709
"2008-05-19","2008-05-25","PS3",8102
"2008-05-19","2008-05-25","PS2",6587
"2008-05-19","2008-05-25","XB360",1694
"2008-05-26","2008-06-01","DSL",36694
"2008-05-26","2008-06-01","PSP",54755
"2008-05-26","2008-06-01","Wii",45390
"2008-05-26","2008-06-01","PS3",8666
"2008-05-26","2008-06-01","PS2",6558
"2008-05-26","2008-06-01","XB360",1743
"2008-06-02","2008-06-08","DSL",32812
"2008-06-02","2008-06-08","PSP",52721
"2008-06-02","2008-06-08","Wii",42322
"2008-06-02","2008-06-08","PS3",10109
"2008-06-02","2008-06-08","PS2",5804
"2008-06-02","2008-06-08","XB360",2059
"2008-06-09","2008-06-15","DSL",38435
"2008-06-09","2008-06-15","PSP",56001
"2008-06-09","2008-06-15","Wii",44339
"2008-06-09","2008-06-15","PS3",77208
"2008-06-09","2008-06-15","PS2",7218
"2008-06-09","2008-06-15","XB360",2066
"2008-06-16","2008-06-22","DSL",36732
"2008-06-16","2008-06-22","PSP",54772
"2008-06-16","2008-06-22","Wii",43825
"2008-06-16","2008-06-22","PS3",24834
"2008-06-16","2008-06-22","PS2",6851
"2008-06-16","2008-06-22","XB360",1936
"2008-06-23","2008-06-29","DSL",51041
"2008-06-23","2008-06-29","PSP",55882
"2008-06-23","2008-06-29","Wii",60114
"2008-06-23","2008-06-29","PS3",18677
"2008-06-23","2008-06-29","PS2",8106
"2008-06-23","2008-06-29","XB360",3160
"2008-06-30","2008-07-06","DSL",49266
"2008-06-30","2008-07-06","PSP",52258
"2008-06-30","2008-07-06","Wii",45867
"2008-06-30","2008-07-06","PS3",16954
"2008-06-30","2008-07-06","PS2",11256
"2008-06-30","2008-07-06","XB360",3155
"2008-07-07","2008-07-13","DSL",46674
"2008-07-07","2008-07-13","PSP",57237
"2008-07-07","2008-07-13","Wii",41364
"2008-07-07","2008-07-13","PS3",14008
"2008-07-07","2008-07-13","PS2",11272
"2008-07-07","2008-07-13","XB360",2779
"2008-07-14","2008-07-20","DSL",61089
"2008-07-14","2008-07-20","PSP",76041
"2008-07-14","2008-07-20","Wii",42497
"2008-07-14","2008-07-20","PS3",11967
"2008-07-14","2008-07-20","PS2",10278
"2008-07-14","2008-07-20","XB360",3655
"2008-07-21","2008-07-27","DSL",60610
"2008-07-21","2008-07-27","PSP",71229
"2008-07-21","2008-07-27","Wii",42123
"2008-07-21","2008-07-27","PS3",11894
"2008-07-21","2008-07-27","PS2",9707
"2008-07-21","2008-07-27","XB360",4850
"2008-07-28","2008-08-03","DSL",63307
"2008-07-28","2008-08-03","PSP",69848
"2008-07-28","2008-08-03","Wii",40909
"2008-07-28","2008-08-03","PS3",10925
"2008-07-28","2008-08-03","PS2",8626
"2008-07-28","2008-08-03","XB360",6368
"2008-08-04","2008-08-17","DSL",154967
"2008-08-04","2008-08-17","PSP",132740
"2008-08-04","2008-08-17","Wii",85979
"2008-08-04","2008-08-17","PS3",22704
"2008-08-04","2008-08-17","PS2",19545
"2008-08-04","2008-08-17","XB360",31485
"2008-08-18","2008-08-24","DSL",56570
"2008-08-18","2008-08-24","PSP",46419
"2008-08-18","2008-08-24","Wii",29379
"2008-08-18","2008-08-24","PS3",8289
"2008-08-18","2008-08-24","PS2",7830
"2008-08-18","2008-08-24","XB360",3805
"2008-08-25","2008-08-31","DSL",58404
"2008-08-25","2008-08-31","PSP",42937
"2008-08-25","2008-08-31","Wii",24345
"2008-08-25","2008-08-31","PS3",10801
"2008-08-25","2008-08-31","PS2",9080
"2008-08-25","2008-08-31","XB360",3056
"2008-09-01","2008-09-07","DSL",49249
"2008-09-01","2008-09-07","PSP",32552
"2008-09-01","2008-09-07","Wii",29265
"2008-09-01","2008-09-07","PS3",8490
"2008-09-01","2008-09-07","PS2",7778
"2008-09-01","2008-09-07","XB360",843
"2008-09-08","2008-09-14","DSL",63125
"2008-09-08","2008-09-14","PSP",26040
"2008-09-08","2008-09-14","Wii",27057
"2008-09-08","2008-09-14","PS3",8050
"2008-09-08","2008-09-14","PS2",7544
"2008-09-08","2008-09-14","XB360",28681
"2008-09-15","2008-09-21","DSL",62553
"2008-09-15","2008-09-21","PSP",25781
"2008-09-15","2008-09-21","Wii",27273
"2008-09-15","2008-09-21","PS3",8225
"2008-09-15","2008-09-21","PS2",7333
"2008-09-15","2008-09-21","XB360",13701
"2008-09-22","2008-09-28","DSL",59550
"2008-09-22","2008-09-28","PSP",24901
"2008-09-22","2008-09-28","Wii",25953
"2008-09-22","2008-09-28","PS3",8306
"2008-09-22","2008-09-28","PS2",10603
"2008-09-22","2008-09-28","XB360",10322
"2008-09-29","2008-10-05","DSL",45273
"2008-09-29","2008-10-05","PSP",24131
"2008-09-29","2008-10-05","Wii",25859
"2008-09-29","2008-10-05","PS3",7535
"2008-09-29","2008-10-05","PS2",8634
"2008-09-29","2008-10-05","XB360",7694
"2008-10-06","2008-10-12","DSL",33998
"2008-10-06","2008-10-12","PSP",19873
"2008-10-06","2008-10-12","Wii",21506
"2008-10-06","2008-10-12","PS3",5899
"2008-10-06","2008-10-12","PS2",7527
"2008-10-06","2008-10-12","XB360",6690
"2008-10-13","2008-10-19","DSL",34464
"2008-10-13","2008-10-19","PSP",155720
"2008-10-13","2008-10-19","Wii",25461
"2008-10-13","2008-10-19","PS3",4802
"2008-10-13","2008-10-19","PS2",7816
"2008-10-13","2008-10-19","XB360",5982
"2008-10-20","2008-10-26","DSL",26004
"2008-10-20","2008-10-26","PSP",66837
"2008-10-20","2008-10-26","Wii",25459
"2008-10-20","2008-10-26","PS3",4107
"2008-10-20","2008-10-26","PS2",7467
"2008-10-20","2008-10-26","XB360",6858
"2008-10-27","2008-11-02","DSL",16989
"2008-10-27","2008-11-02","DSi",170779
"2008-10-27","2008-11-02","PSP",50031
"2008-10-27","2008-11-02","Wii",25378
"2008-10-27","2008-11-02","PS3",36316
"2008-10-27","2008-11-02","PS2",6831
"2008-10-27","2008-11-02","XB360",6335
"2008-11-03","2008-11-09","DSL",12934
"2008-11-03","2008-11-09","DSi",93136
"2008-11-03","2008-11-09","PSP",47026
"2008-11-03","2008-11-09","Wii",28516
"2008-11-03","2008-11-09","PS3",25707
"2008-11-03","2008-11-09","PS2",6131
"2008-11-03","2008-11-09","XB360",9677
"2008-11-10","2008-11-16","DSL",7286
"2008-11-10","2008-11-16","DSi",81156
"2008-11-10","2008-11-16","PSP",45555
"2008-11-10","2008-11-16","Wii",31099
"2008-11-10","2008-11-16","PS3",23133
"2008-11-10","2008-11-16","PS2",5967
"2008-11-10","2008-11-16","XB360",8571
"2008-11-17","2008-11-23","DSL",18420
"2008-11-17","2008-11-23","DSi",102056
"2008-11-17","2008-11-23","PSP",66249
"2008-11-17","2008-11-23","Wii",40208
"2008-11-17","2008-11-23","PS3",18351
"2008-11-17","2008-11-23","PS2",5861
"2008-11-17","2008-11-23","XB360",13671
"2008-11-24","2008-11-30","DSL",24163
"2008-11-24","2008-11-30","DSi",88252
"2008-11-24","2008-11-30","PSP",58250
"2008-11-24","2008-11-30","Wii",41570
"2008-11-24","2008-11-30","PS3",34836
"2008-11-24","2008-11-30","PS2",6866
"2008-11-24","2008-11-30","XB360",11647
"2008-12-01","2008-12-07","DSL",15738
"2008-12-01","2008-12-07","DSi",126596
"2008-12-01","2008-12-07","PSP",49458
"2008-12-01","2008-12-07","Wii",54639
"2008-12-01","2008-12-07","PS3",26043
